"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"103","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184334","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"104","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184338","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"105","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184339","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"106","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184342","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"107","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184332","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"108","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184330","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"109","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184328","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"110","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184316","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"111","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184319","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"112","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171392","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"113","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171393","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"114","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171592","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"115","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171610","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"116","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171611","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"117","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171612","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"118","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171613","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"119","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171614","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"120","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/172029","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"121","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171728","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"122","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182255","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"123","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182256","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"124","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182254","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"125","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182258","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"126","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182257","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"127","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182259","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"128","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182263","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"129","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/182264","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"130","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/183845","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"131","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187362","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"132","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186925","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"133","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171626","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"134","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171625","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"135","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171724","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"136","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171727","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"137","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171624","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"138","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171499","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"139","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171497","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","21-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"140","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184343","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"141","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/184543","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"142","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186924","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"143","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186926","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"144","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/186942","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"145","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187363","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"146","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187364","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"147","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187365","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"148","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187588","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"149","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/187595","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"150","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171619","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"151","Uttar Pradesh","Street lights","WS/MP18222/2025-2026/171622","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","undefined (NaN-NaN)","Elected MP","22-Jul-2026","Ajay Kumar Singh","Payment In-Progress","19992"
"152","Andhra Pradesh","Construction of veterinary hospitals and dispensaries","WS/MP18007/2024-2025/140066","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","VIJAYA VIKRAM CONSTRUCTIONS","Payment In-Progress","1097173"
"153","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18156/2025-2026/213063","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","SHRI GURU NANAK INTERLOCKING CEMENT TILE","Payment In-Progress","149110"
"154","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP18072/2026-2027/273078","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","165000"
"155","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP18072/2026-2027/283708","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","140000"
"156","Jharkhand","Providing drains and gutters for public drainage","WS/MP18072/2026-2027/230798","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","200000"
"157","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18072/2026-2027/277322","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","150000"
"158","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18072/2026-2027/275551","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","200000"
"159","Jharkhand","Providing drains and gutters for public drainage","WS/MP18072/2026-2027/276179","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","125000"
"160","Jharkhand","Construction of community centers and community halls","WS/MP18072/2026-2027/261891","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","375000"
"161","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP18072/2026-2027/277323","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","190000"
"162","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP18072/2026-2027/277325","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","175000"
"163","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP18072/2026-2027/277324","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","225000"
"164","Jharkhand","Construction of footpaths and pedestrian ways","WS/MP18072/2026-2027/276178","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","85000"
"165","Jharkhand","Construction of community centers and community halls","WS/MP18072/2026-2027/276176","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","375000"
"166","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP18072/2026-2027/273079","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","165000"
"167","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP18072/2026-2027/273080","DHANBAD(DEPUTY COMMISSIONER DHANBAD_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","BIRENDRA KUMAR MAHATO","Payment In-Progress","165000"
"168","Kerala","Purchase of vans and buses for educational institutions","WS/MP18305/2026-2027/302713","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","undefined (NaN-NaN)","Elected MP","24-Aug-2026","SML ISUZU LTD","Payment In-Progress","1768000"
"169","Karnataka","Construction of community centers and community halls","WS/MP18086/2026-2027/292888","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","undefined (NaN-NaN)","Elected MP","24-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"170","Madhya Pradesh","Construction of common work sheds/ common covered sitting area","WS/MP653/2025-2026/271170","DEWAS(DISTRICT COLLECTOR DEWAS_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","CEO Janpad Panchayat Dewas","Payment In-Progress","600000"
"171","Karnataka","Installing tube-wells and borewells","WS/MP18093/2026-2027/217130","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","undefined (NaN-NaN)","Elected MP","27-Jul-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","375000"
"172","Karnataka","Construction of community centers and community halls","WS/MP18093/2026-2027/228510","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","undefined (NaN-NaN)","Elected MP","02-Jul-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"173","Karnataka","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18082/2025-2026/187502","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","undefined (NaN-NaN)","Elected MP","10-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","250000"
"174","Karnataka","Construction of buildings for training institutions","WS/MP18093/2026-2027/217128","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","undefined (NaN-NaN)","Elected MP","05-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","750000"
"175","Karnataka","Construction of additional rooms and halls in the existing public and community building","WS/MP18082/2025-2026/242466","CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA)","undefined (NaN-NaN)","Elected MP","31-Aug-2026","KRIDL BHUSIRI ACCOUNT WORKS","Payment In-Progress","375000"
"176","Kerala","Purchase of vans and buses for educational institutions","WS/MP18305/2026-2027/302829","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","undefined (NaN-NaN)","Elected MP","29-Aug-2026","SML ISUZU LTD","Payment In-Progress","1976000"
"177","Tamil Nadu","Lighting of public spaces","WS/MP746/2026-2027/232927","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","undefined (NaN-NaN)","Elected MP","28-Aug-2026","FPLUS ENTERPRISES","Payment In-Progress","430000"
"178","Jharkhand","Providing drains and gutters for public drainage","WS/MP18072/2025-2026/226948","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","SABBIR ANSARI","Payment In-Progress","375000"
"179","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP18072/2025-2026/225052","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","SABBIR ANSARI","Payment In-Progress","244000"
"180","Punjab","Purchase of mobile water tankers","WS/MP18311/2026-2027/287163","S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA)","undefined (NaN-NaN)","Elected MP","10-Aug-2026","DASHMESH ENGG WORKS","Payment In-Progress","350000"
"181","West Bengal","Construction of stadiums","WS/MP18272/2026-2027/222318","Paschim Medinipur(DISTRICT MAGISTRATE PASCHIM MEDINIPUR_IDA)","undefined (NaN-NaN)","Elected MP","17-Aug-2026","RAJAT SUBHRA MANDAL","Payment In-Progress","4881631"
"182","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","44630"
"183","Punjab","Construction of additional rooms and halls in the existing public and community building","WS/MP18314/2025-2026/256967","BARNALA(DEPUTY COMMISSIONER BARNALA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","Sidhu Cement Store Fatehgarh Channa","Payment In-Progress","17920"
"184","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP856/2025-2026/231387","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","undefined (NaN-NaN)","Elected MP","08-Aug-2026","MRK CONSTRUCTIONS","Payment In-Progress","133800"
"185","Punjab","Construction of rooms and halls in school and colleges","WS/MP381/2026-2027/275251","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","SURINDER TRADERS","Payment In-Progress","495474"
"186","Punjab","Construction of rooms and halls in school and colleges","WS/MP381/2026-2027/275258","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","undefined (NaN-NaN)","Elected MP","25-Aug-2026","SURINDER TRADERS","Payment In-Progress","498148"
"187","Tamil Nadu","Construction of community centers and community halls","WS/MP017/2025-2026/257980","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","undefined (NaN-NaN)","Elected MP","27-Aug-2026","Raveendhra G","Payment In-Progress","1599822"
"188","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/223476","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","70000"
"189","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/223481","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"190","Jharkhand","Installing tube-wells and borewells","WS/MP334/2025-2026/211258","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"191","Jharkhand","Construction of public staircase/ stair ghat for public convenience","WS/MP334/2025-2026/211607","BOKARO(DEPUTY COMMISSIONER BOKARO_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","JUNIOR ENGINEER RDSD BOKARO","Payment In-Progress","25000"
"192","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP494/2025-2026/226497","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","287553"
"193","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226500","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"194","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226507","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","65762"
"195","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226509","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66077"
"196","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226510","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66054"
"197","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226502","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"198","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226503","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
"199","Uttar Pradesh","Installing community drinking water plants","WS/MP494/2025-2026/226504","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","undefined (NaN-NaN)","Elected MP","26-Aug-2026","TANYA CONSTRUCTION","Payment In-Progress","66175"
